"code";"metric";"sen";"Treat";"term";"stable";"lat";"lon";"AI";"MAT";"pre_S";"MAP";"maxT_m";"meanT_Q";"Pdry_Q";"mean_10cm.sm";"mean_40cm.sm";"mean_1m.sm"
"Smith et al., 2007_67";"COV";-2.32558138843699;"N";"1";"2";36.82;-115.92;0.0483;15.5125001817942;40.5815153656292;130;37.9000015258789;26.6333340009054;18;14.23025878;37.75741485;66.85188096
"Smith et al., 2007_67_1";"COV";1.74418604683162;"N";"1";"2";36.82;-115.92;0.0483;15.5125001817942;40.5815153656292;130;37.9000015258789;26.6333340009054;18;14.23025878;37.75741485;66.85188096
"Smith et al., 2007_67_1";"COV";23.8372093167893;"IN";"1";"2";36.82;-115.92;0.0483;15.5125001817942;40.5815153656292;130;37.9000015258789;26.6333340009054;18;14.23025878;37.75741485;66.85188096
"Souza et al., 2016_118";"ANPP";-0.911717965332736;"N";"2";"2";35.97;-84.28;0.9593;13.8208333800236;13.6319167851048;1228;31.3999996185303;23.6333335240682;261;31.29341116;62.46100779;103.5312713
"Souza et al., 2016_118";"SP";-1.26829269079013;"N";"2";"2";35.97;-84.28;0.9593;13.8208333800236;13.6319167851048;1228;31.3999996185303;23.6333335240682;261;31.29341116;62.46100779;103.5312713
"Sowerby et al., 2010_133";"ANPP";-0.15818299120936;"D";"2";"1";53.05;-3.47;2.103;7.57916672714055;22.7321179501129;1345;16;12.6666668256124;249;29.21033199;58.18200339;96.45185647
"Sundqvist et al-. 2014_102";"DEN";3.49206349132086;"N";"1";"1";68.35;18.82;0.5948;0.320833320418994;44.8516448231835;334;15;10.4166667461395;45;33.88359284;63.05336236;96.45167948
"Sundqvist et al-. 2014_102";"H";-0.804597700927467;"N";"1";"1";68.35;18.82;0.5948;0.320833320418994;44.8516448231835;334;15;10.4166667461395;45;33.88359284;63.05336236;96.45167948
"Sundqvist et al-. 2014_102";"SP";-0.153846154;"N";"1";"1";68.35;18.82;0.5948;0.320833320418994;44.8516448231835;334;15;10.4166667461395;45;33.88359284;63.05336236;96.45167948
"Sundqvist et al-. 2014_103";"SP";-0.731707317769185;"N";"1";"1";68.35;18.82;0.5948;0.320833320418994;44.8516448231835;334;15;10.4166667461395;45;33.88359284;63.05336236;96.45167948
"Sundqvist et al-. 2014_103";"DEN";-1.01694915301278;"N";"1";"1";68.35;18.82;0.5948;0.320833320418994;44.8516448231835;334;15;10.4166667461395;45;33.88359284;63.05336236;96.45167948
"Sundqvist et al-. 2014_103";"H";0.923076921618936;"N";"1";"1";68.35;18.82;0.5948;0.320833320418994;44.8516448231835;334;15;10.4166667461395;45;33.88359284;63.05336236;96.45167948
"Sundqvist et al-. 2014_104";"SP";-0.5263157888735;"N";"1";"1";68.35;18.82;0.5948;0.320833320418994;44.8516448231835;334;15;10.4166667461395;45;33.88359284;63.05336236;96.45167948
"Sundqvist et al-. 2014_104";"DEN";1.69811320533197;"N";"1";"1";68.35;18.82;0.5948;0.320833320418994;44.8516448231835;334;15;10.4166667461395;45;33.88359284;63.05336236;96.45167948
"Sundqvist et al-. 2014_104";"H";0;"N";"1";"1";68.35;18.82;0.5948;0.320833320418994;44.8516448231835;334;15;10.4166667461395;45;33.88359284;63.05336236;96.45167948
"Svensson et al 2018_74";"Ratio_S";0.290445118590112;"W";"2";"1";68.35;19.67;1.0113;-1.26249998807907;45.3380721889081;466;15;10.2333333492279;68;33.72785215;62.31024724;95.59715342
"Svensson et al 2018_74";"DEN";1.54791346412515;"W";"2";"1";68.35;19.67;1.0113;-1.26249998807907;45.3380721889081;466;15;10.2333333492279;68;33.72785215;62.31024724;95.59715342
"Swanson et al., 2021_85";"DEN";-16.3576537579362;"P";"1";"1";43.46;-119.69;0.181;7.50833324591319;28.3687217310217;263;25.2999992370605;17.2166665395101;44;23.31930923;49.12535407;80.46501417
"Swanson et al., 2021_85";"DEN";-23.3588977510285;"D";"1";"1";43.46;-119.69;0.181;7.50833324591319;28.3687217310217;263;25.2999992370605;17.2166665395101;44;23.31930923;49.12535407;80.46501417
"Swanson et al., 2021_86";"DEN";-86.2557889176391;"D";"1";"1";43.46;-119.71;0.1919;7.37083333730698;29.3852923814009;277;25;17.0500000317891;45;23.31930923;49.12535407;80.46501417
"Swanson et al., 2021_86";"DEN";-31.2837465074127;"P";"1";"1";43.46;-119.71;0.1919;7.37083333730698;29.3852923814009;277;25;17.0500000317891;45;23.31930923;49.12535407;80.46501417
"Swanson et al., 2021_87";"DEN";-16.1748713359998;"P";"1";"1";43.46;-119.69;0.181;7.50833324591319;28.3687217310217;263;25.2999992370605;17.2166665395101;44;23.31930923;49.12535407;80.46501417
"Swanson et al., 2021_87";"DEN";-79.3382326991182;"D";"1";"1";43.46;-119.69;0.181;7.50833324591319;28.3687217310217;263;25.2999992370605;17.2166665395101;44;23.31930923;49.12535407;80.46501417
"Swanson et al., 2021_88";"DEN";33.0524284398512;"P";"1";"1";43.46;-119.71;0.1919;7.37083333730698;29.3852923814009;277;25;17.0500000317891;45;23.31930923;49.12535407;80.46501417
"Swanson et al., 2021_88";"DEN";-24.3949586379055;"D";"1";"1";43.46;-119.71;0.1919;7.37083333730698;29.3852923814009;277;25;17.0500000317891;45;23.31930923;49.12535407;80.46501417
"Tielborger et al., 2014_12";"AGB";36.5813639076627;"P";"2";"1";30.87;34.77;0.0827;18.4208334585031;105.690337217163;179;31.2999992370605;24.9166666666667;0;18.97725273;53.76978835;95.42274557
"Tielborger et al., 2014_12";"DEN";102.096507340264;"P";"2";"1";30.87;34.77;0.0827;18.4208334585031;105.690337217163;179;31.2999992370605;24.9166666666667;0;18.97725273;53.76978835;95.42274557
"Tielborger et al., 2014_12";"SP";136.161080565079;"D";"2";"1";30.87;34.77;0.0827;18.4208334585031;105.690337217163;179;31.2999992370605;24.9166666666667;0;18.97725273;53.76978835;95.42274557
"Tielborger et al., 2014_12";"AGB";-55.9479684846031;"D";"2";"1";30.87;34.77;0.0827;18.4208334585031;105.690337217163;179;31.2999992370605;24.9166666666667;0;18.97725273;53.76978835;95.42274557
"Tielborger et al., 2014_12";"SP";106.362079453865;"P";"2";"1";30.87;34.77;0.0827;18.4208334585031;105.690337217163;179;31.2999992370605;24.9166666666667;0;18.97725273;53.76978835;95.42274557
"Tielborger et al., 2014_12";"DEN";47.3898892661936;"D";"2";"1";30.87;34.77;0.0827;18.4208334585031;105.690337217163;179;31.2999992370605;24.9166666666667;0;18.97725273;53.76978835;95.42274557
"Tielborger et al., 2014_13";"DEN";9.40600096045422;"P";"2";"1";31.38;34.9;0.1477;18.0541667540868;108.493506349531;304;30.1000003814697;24.4333333969116;0;15.48562841;43.28449224;77.25733168
"Tielborger et al., 2014_13";"SP";9.98889806406769;"P";"2";"1";31.38;34.9;0.1477;18.0541667540868;108.493506349531;304;30.1000003814697;24.4333333969116;0;15.48562841;43.28449224;77.25733168
"Tielborger et al., 2014_13";"SP";9.43588614208987;"D";"2";"1";31.38;34.9;0.1477;18.0541667540868;108.493506349531;304;30.1000003814697;24.4333333969116;0;15.48562841;43.28449224;77.25733168
"Tielborger et al., 2014_13";"DEN";-2.49147051713604;"D";"2";"1";31.38;34.9;0.1477;18.0541667540868;108.493506349531;304;30.1000003814697;24.4333333969116;0;15.48562841;43.28449224;77.25733168
"Tielborger et al., 2014_13";"AGB";40.3259159953842;"D";"2";"1";31.38;34.9;0.1477;18.0541667540868;108.493506349531;304;30.1000003814697;24.4333333969116;0;15.48562841;43.28449224;77.25733168
"Tielborger et al., 2014_13";"AGB";112.535754810966;"P";"2";"1";31.38;34.9;0.1477;18.0541667540868;108.493506349531;304;30.1000003814697;24.4333333969116;0;15.48562841;43.28449224;77.25733168
"Tielborger et al., 2014_14";"SP";-8.36604180344192;"D";"2";"1";31.7;35.05;0.2139;17.3666666448116;109.341714303025;421;29.1000003814697;23.733333269755;0;23.11230878;59.03834673;102.1671854
"Tielborger et al., 2014_14";"SP";-2.39033407995685;"P";"2";"1";31.7;35.05;0.2139;17.3666666448116;109.341714303025;421;29.1000003814697;23.733333269755;0;23.11230878;59.03834673;102.1671854
"Tielborger et al., 2014_14";"DEN";-13.2187596171196;"P";"2";"1";31.7;35.05;0.2139;17.3666666448116;109.341714303025;421;29.1000003814697;23.733333269755;0;23.11230878;59.03834673;102.1671854
"Tielborger et al., 2014_14";"AGB";-10.5231585055764;"D";"2";"1";31.7;35.05;0.2139;17.3666666448116;109.341714303025;421;29.1000003814697;23.733333269755;0;23.11230878;59.03834673;102.1671854
"Tielborger et al., 2014_14";"AGB";10.4598760199955;"P";"2";"1";31.7;35.05;0.2139;17.3666666448116;109.341714303025;421;29.1000003814697;23.733333269755;0;23.11230878;59.03834673;102.1671854
"Tielborger et al., 2014_14";"DEN";-10.6712245485989;"D";"2";"1";31.7;35.05;0.2139;17.3666666448116;109.341714303025;421;29.1000003814697;23.733333269755;0;23.11230878;59.03834673;102.1671854
"Tielborger et al., 2014_15";"AGB";-13.8885854885369;"P";"2";"1";33;35.23;0.4076;18.4583334922791;109.498641217765;752;30.6000003814697;25.3500003814697;0;32.20916715;58.09020031;89.2836609
"Tielborger et al., 2014_15";"SP";-4.67839904855627;"P";"2";"1";33;35.23;0.4076;18.4583334922791;109.498641217765;752;30.6000003814697;25.3500003814697;0;32.20916715;58.09020031;89.2836609
"Tielborger et al., 2014_15";"AGB";-10.9413821466976;"D";"2";"1";33;35.23;0.4076;18.4583334922791;109.498641217765;752;30.6000003814697;25.3500003814697;0;32.20916715;58.09020031;89.2836609
"Tielborger et al., 2014_15";"DEN";-9.97689239100894;"D";"2";"1";33;35.23;0.4076;18.4583334922791;109.498641217765;752;30.6000003814697;25.3500003814697;0;32.20916715;58.09020031;89.2836609
"Tielborger et al., 2014_15";"DEN";-13.1497556904427;"P";"2";"1";33;35.23;0.4076;18.4583334922791;109.498641217765;752;30.6000003814697;25.3500003814697;0;32.20916715;58.09020031;89.2836609
"Tielborger et al., 2014_15";"SP";-9.35679810221624;"D";"2";"1";33;35.23;0.4076;18.4583334922791;109.498641217765;752;30.6000003814697;25.3500003814697;0;32.20916715;58.09020031;89.2836609
"Tredennick et al., 2018";"ANPP";12.7255975152677;"P";"2";"1";44.2;-112.1;0.2007;5.37083329663922;34.2285522776443;266;24.7999992370605;17.2666665712992;51;20.52630187;33.68459213;38.46567726
"Tredennick et al., 2018";"ANPP";-20.9063388446584;"D";"2";"1";44.2;-112.1;0.2007;5.37083329663922;34.2285522776443;266;24.7999992370605;17.2666665712992;51;20.52630187;33.68459213;38.46567726
"Valliere et al., 2017_77";"COV";-5.64036222509701;"N";"2";"1";34.15;-118.96;0.2177;16.4250000516574;102.698872859282;402;27.7999992370605;20.8000000317891;2;19.72087586;40.17301818;65.83343479
"Valliere et al., 2017_77";"AGB";16.9351127473539;"N";"2";"1";34.15;-118.96;0.2177;16.4250000516574;102.698872859282;402;27.7999992370605;20.8000000317891;2;19.72087586;40.17301818;65.83343479
"Valliere et al., 2017_77";"SP";0.3976143141153;"N";"2";"1";34.15;-118.96;0.2177;16.4250000516574;102.698872859282;402;27.7999992370605;20.8000000317891;2;19.72087586;40.17301818;65.83343479
"Valliere et al., 2017_77_1";"SP";-0.397614314115311;"N";"2";"1";34.15;-118.96;0.2177;16.4250000516574;102.698872859282;402;27.7999992370605;20.8000000317891;2;19.72087586;40.17301818;65.83343479
"Valliere et al., 2017_77_1";"COV";1.41440275981026;"N";"2";"1";34.15;-118.96;0.2177;16.4250000516574;102.698872859282;402;27.7999992370605;20.8000000317891;2;19.72087586;40.17301818;65.83343479
"Valliere et al., 2017_77_1";"AGB";39.3311857646878;"N";"2";"1";34.15;-118.96;0.2177;16.4250000516574;102.698872859282;402;27.7999992370605;20.8000000317891;2;19.72087586;40.17301818;65.83343479
"Valliere et al., 2017_77_2";"AGB";33.2719742291762;"N";"2";"1";34.15;-118.96;0.2177;16.4250000516574;102.698872859282;402;27.7999992370605;20.8000000317891;2;19.72087586;40.17301818;65.83343479
"Valliere et al., 2017_77_2";"COV";2.07848210435533;"N";"2";"1";34.15;-118.96;0.2177;16.4250000516574;102.698872859282;402;27.7999992370605;20.8000000317891;2;19.72087586;40.17301818;65.83343479
"Valliere et al., 2017_77_2";"SP";0.861497680583167;"N";"2";"1";34.15;-118.96;0.2177;16.4250000516574;102.698872859282;402;27.7999992370605;20.8000000317891;2;19.72087586;40.17301818;65.83343479
"van Paassen et al., 2020_91";"H";1.18175979190751;"N";"2";"2";56.93;-3.42;1.8167;6.05416661997636;27.1685347626494;1069;15.3999996185303;11.7833332220713;191;29.69478165;58.95596055;95.64416555
"van Paassen et al., 2020_91";"AGB";-1.21827410886671;"N";"2";"2";56.93;-3.42;1.8167;6.05416661997636;27.1685347626494;1069;15.3999996185303;11.7833332220713;191;29.69478165;58.95596055;95.64416555
"van Paassen et al., 2020_91";"Ratio_S";1.66970526604674;"N";"2";"2";56.93;-3.42;1.8167;6.05416661997636;27.1685347626494;1069;15.3999996185303;11.7833332220713;191;29.69478165;58.95596055;95.64416555
"van Paassen et al., 2020_91";"SP";1.33716291016344;"N";"2";"2";56.93;-3.42;1.8167;6.05416661997636;27.1685347626494;1069;15.3999996185303;11.7833332220713;191;29.69478165;58.95596055;95.64416555
"van Paassen et al., 2020_91";"AGB_S";0.494590417310665;"N";"2";"2";56.93;-3.42;1.8167;6.05416661997636;27.1685347626494;1069;15.3999996185303;11.7833332220713;191;29.69478165;58.95596055;95.64416555
"Vourlitis & Pasquini, 2009a, Ecology_116";"SP";1.07472974726691;"N";"2";"1";33.48;-117.15;0.1771;17.1083333690961;86.5016947967833;353;32.7000007629395;23.8333334922791;9;13.43749484;27.3874779;42.50023343
"Vourlitis & Pasquini, 2009a, Ecology_117";"SP";4.47616408113386;"N";"2";"1";33.35;-116.57;0.2906;13.1458334494382;76.7637591298133;589;29.5;21.5833334922791;32;14.09996849;30.47724934;49.08575142
"Vourlitis & Pasquini, 2009b, ecosystem_116_1";"ANPP";-10.3336018377637;"N";"1";"1";33.48;-117.15;0.1771;17.1083333690961;86.5016947967833;353;32.7000007629395;23.8333334922791;9;13.43749484;27.3874779;42.50023343
"Vourlitis & Pasquini, 2009b, ecosystem_117_1";"ANPP";0.151601020119015;"N";"1";"1";33.35;-116.57;0.2906;13.1458334494382;76.7637591298133;589;29.5;21.5833334922791;32;14.09996849;30.47724934;49.08575142
"Vourlitis et al., 2021_78";"AGB";2.58430090971025;"N";"2";"1";33.37;-116.62;0.276;13.4416666254401;76.6726158356596;562;29.6000003814697;21.75;30;14.09996849;30.47724934;49.08575142
"Vourlitis et al., 2021_79";"AGB";0.598784382161547;"N";"2";"1";33.26;-117.17;0.1854;17.1374998291334;87.8260362568787;346;31;22.6999999682109;7;13.43749484;27.3874779;42.50023343
"Vourlitis, 2012_159";"AGB";2.35294117647059;"N";"2";"1";33.48;-117.15;0.1771;17.1083333690961;86.5016947967833;353;32.7000007629395;23.8333334922791;9;13.43749484;27.3874779;42.50023343
"Vourlitis, 2012_159";"ANPP";-2.05949656798664;"N";"2";"1";33.48;-117.15;0.1771;17.1083333690961;86.5016947967833;353;32.7000007629395;23.8333334922791;9;13.43749484;27.3874779;42.50023343
"Vourlitis, 2012_160";"ANPP";3.2857142846966;"N";"2";"1";33.48;-117.15;0.1771;17.1083333690961;86.5016947967833;353;32.7000007629395;23.8333334922791;9;13.43749484;27.3874779;42.50023343
"Vourlitis, 2012_160";"AGB";4.54545454890496;"N";"2";"1";33.48;-117.15;0.1771;17.1083333690961;86.5016947967833;353;32.7000007629395;23.8333334922791;9;13.43749484;27.3874779;42.50023343
"Vourlitis, 2017_158";"COV";1.30393996465533;"N";"2";"1";33.48;-117.15;0.1771;17.1083333690961;86.5016947967833;353;32.7000007629395;23.8333334922791;9;13.43749484;27.3874779;42.50023343
"Vourlitis, 2017_158";"SP";-0.735471573589509;"N";"2";"1";33.48;-117.15;0.1771;17.1083333690961;86.5016947967833;353;32.7000007629395;23.8333334922791;9;13.43749484;27.3874779;42.50023343
"Weltzin et al., 2003_89";"COV";16.0493827160494;"W";"1";"1";47;-92;0.8659;3.34166650474072;48.509636059161;755;22.3999996185303;16.7499996821086;73;25.47925428;54.25075601;91.18581778
"Weltzin et al., 2003_90";"COV";24.6913580246914;"W";"1";"1";47;-92;0.8659;3.34166650474072;48.509636059161;755;22.3999996185303;16.7499996821086;73;25.47925428;54.25075601;91.18581778
"Willians Thesis 2014_68";"COV";-53.5923901639344;"W";"1";"2";-29.73;115.22;0.2164;20.1416666507721;83.2162541288811;498;32.5;26.3333330154419;29;15.47905215;33.35595296;53.96007806
"Willians Thesis 2014_68";"H";-55.2380952380952;"W";"1";"2";-29.73;115.22;0.2164;20.1416666507721;83.2162541288811;498;32.5;26.3333330154419;29;15.47905215;33.35595296;53.96007806
"Willians Thesis 2014_68";"H";-23.015873015873;"W";"1";"2";-29.73;115.22;0.2164;20.1416666507721;83.2162541288811;498;32.5;26.3333330154419;29;15.47905215;33.35595296;53.96007806
"Willians Thesis 2014_68";"COV";-22.330162568306;"W";"1";"2";-29.73;115.22;0.2164;20.1416666507721;83.2162541288811;498;32.5;26.3333330154419;29;15.47905215;33.35595296;53.96007806
"Willians Thesis 2014_69";"H";5.40540540540539;"W";"1";"2";-29.73;115.22;0.2164;20.1416666507721;83.2162541288811;498;32.5;26.3333330154419;29;15.47905215;33.35595296;53.96007806
"Willians Thesis 2014_69";"COV";-70.4697986577181;"W";"1";"2";-29.73;115.22;0.2164;20.1416666507721;83.2162541288811;498;32.5;26.3333330154419;29;15.47905215;33.35595296;53.96007806
"Willians Thesis 2014_69";"H";2.25225225225224;"W";"1";"2";-29.73;115.22;0.2164;20.1416666507721;83.2162541288811;498;32.5;26.3333330154419;29;15.47905215;33.35595296;53.96007806
"Willians Thesis 2014_69";"COV";-29.3624161073826;"W";"1";"2";-29.73;115.22;0.2164;20.1416666507721;83.2162541288811;498;32.5;26.3333330154419;29;15.47905215;33.35595296;53.96007806
"Willians Thesis 2014_70";"H";-22.1571186044544;"P";"1";"2";-29.73;115.22;0.2164;20.1416666507721;83.2162541288811;498;32.5;26.3333330154419;29;15.47905215;33.35595296;53.96007806
"Willians Thesis 2014_70";"COV";1.17946908879579;"P";"1";"2";-29.73;115.22;0.2164;20.1416666507721;83.2162541288811;498;32.5;26.3333330154419;29;15.47905215;33.35595296;53.96007806
"Willians Thesis 2014_70";"COV";-21.4879019565853;"D";"1";"2";-29.73;115.22;0.2164;20.1416666507721;83.2162541288811;498;32.5;26.3333330154419;29;15.47905215;33.35595296;53.96007806
"Willians Thesis 2014_70";"H";-12.3510522173391;"D";"1";"2";-29.73;115.22;0.2164;20.1416666507721;83.2162541288811;498;32.5;26.3333330154419;29;15.47905215;33.35595296;53.96007806
"Willians Thesis 2014_71";"H";35.8601677606107;"D";"1";"2";-29.73;115.22;0.2164;20.1416666507721;83.2162541288811;498;32.5;26.3333330154419;29;15.47905215;33.35595296;53.96007806
"Willians Thesis 2014_71";"H";42.2173489612178;"P";"1";"2";-29.73;115.22;0.2164;20.1416666507721;83.2162541288811;498;32.5;26.3333330154419;29;15.47905215;33.35595296;53.96007806
"Willians Thesis 2014_71";"COV";-14.2191752776559;"D";"1";"2";-29.73;115.22;0.2164;20.1416666507721;83.2162541288811;498;32.5;26.3333330154419;29;15.47905215;33.35595296;53.96007806
"Willians Thesis 2014_71";"COV";-11.1033849544759;"P";"1";"2";-29.73;115.22;0.2164;20.1416666507721;83.2162541288811;498;32.5;26.3333330154419;29;15.47905215;33.35595296;53.96007806
"Xian et al., 2017_41";"DEN";8.95066820656657;"W";"2";"1";32.98;104.02;1.1604;-0.829166660706202;77.4977158862376;777;13.1999998092651;8.56666664282481;21;25.47925428;54.25075601;91.18581778
"Xian et al., 2017_41";"AGB";8.07904914248689;"W";"2";"1";32.98;104.02;1.1604;-0.829166660706202;77.4977158862376;777;13.1999998092651;8.56666664282481;21;25.47925428;54.25075601;91.18581778
"Yahdjian & Sala 2006_1";"ANPP";-44.054183649005;"D";"1";"1";-45.68;-70.27;0.1274;9.92083318283161;35.5603692897598;201;21.7999992370605;16.0166662534078;32;24.51830878;51.44809867;87.82204192
"Yahdjian & Sala 2006_1";"H";13.5306553911205;"D";"1";"1";-45.68;-70.27;0.1274;9.92083318283161;35.5603692897598;201;21.7999992370605;16.0166662534078;32;24.51830878;51.44809867;87.82204192
"Yahdjian & Sala 2006_1";"SP";20.671834625323;"D";"1";"1";-45.68;-70.27;0.1274;9.92083318283161;35.5603692897598;201;21.7999992370605;16.0166662534078;32;24.51830878;51.44809867;87.82204192
"Yahdjian & Sala 2006_2";"H";-15.8441558441558;"D";"1";"1";-45.68;-70.27;0.1274;9.92083318283161;35.5603692897598;201;21.7999992370605;16.0166662534078;32;24.51830878;51.44809867;87.82204192
"Yahdjian & Sala 2006_2";"ANPP";-7.7319587628866;"D";"1";"1";-45.68;-70.27;0.1274;9.92083318283161;35.5603692897598;201;21.7999992370605;16.0166662534078;32;24.51830878;51.44809867;87.82204192
"Yahdjian & Sala 2006_2";"SP";-8.46560846560847;"D";"1";"1";-45.68;-70.27;0.1274;9.92083318283161;35.5603692897598;201;21.7999992370605;16.0166662534078;32;24.51830878;51.44809867;87.82204192
"Yahdjian & Sala 2006_3";"H";5.12820512820511;"D";"1";"1";-45.68;-70.27;0.1274;9.92083318283161;35.5603692897598;201;21.7999992370605;16.0166662534078;32;24.51830878;51.44809867;87.82204192
"Yahdjian & Sala 2006_3";"SP";8.54700854700854;"D";"1";"1";-45.68;-70.27;0.1274;9.92083318283161;35.5603692897598;201;21.7999992370605;16.0166662534078;32;24.51830878;51.44809867;87.82204192
"Yahdjian & Sala 2006_3";"ANPP";-11.5648955855141;"D";"1";"1";-45.68;-70.27;0.1274;9.92083318283161;35.5603692897598;201;21.7999992370605;16.0166662534078;32;24.51830878;51.44809867;87.82204192
"Ylanne et al (2015)_32";"AGB";27.3809523802445;"W";"2";"1";69.5;20.83;0.8132;2.18333331247171;29.2830858250811;467;16.6000003814697;11.8666667143504;77;28.02245824;50.76927366;83.31446091
"Ylanne et al (2015)_32";"DEN";19.0148911798396;"W";"2";"1";69.5;20.83;0.8132;2.18333331247171;29.2830858250811;467;16.6000003814697;11.8666667143504;77;28.02245824;50.76927366;83.31446091
"Ylanne et al (2015)_32";"Ratio_S";0.655562596927715;"W";"2";"1";69.5;20.83;0.8132;2.18333331247171;29.2830858250811;467;16.6000003814697;11.8666667143504;77;28.02245824;50.76927366;83.31446091
"Ylanne et al (2015)_32_1";"AGB";37.6344085975304;"W";"2";"1";69.5;20.83;0.8132;2.18333331247171;29.2830858250811;467;16.6000003814697;11.8666667143504;77;28.02245824;50.76927366;83.31446091
"Ylanne et al (2015)_32_1";"DEN";9.52380952380952;"W";"2";"1";69.5;20.83;0.8132;2.18333331247171;29.2830858250811;467;16.6000003814697;11.8666667143504;77;28.02245824;50.76927366;83.31446091
"Ylanne et al (2015)_32_1";"Ratio_S";-0.0533348422421205;"W";"2";"1";69.5;20.83;0.8132;2.18333331247171;29.2830858250811;467;16.6000003814697;11.8666667143504;77;28.02245824;50.76927366;83.31446091
"Zamin et al 2013; 2014_42";"Ratio_S";19.6969696969697;"W";"2";"1";64.87;-111.55;0.5552;-9.43749992456287;52.5105431795973;251;15.3000001907349;9.43333327770233;30;25.27131295;45.62190021;63.98990323
"Zamin et al 2013; 2014_42";"AGB";8.06451612903226;"N";"2";"1";64.87;-111.55;0.5552;-9.43749992456287;52.5105431795973;251;15.3000001907349;9.43333327770233;30;25.27131295;45.62190021;63.98990323
"Zamin et al 2013; 2014_42";"AGB_S";-0.453930847981469;"N";"2";"1";64.87;-111.55;0.5552;-9.43749992456287;52.5105431795973;251;15.3000001907349;9.43333327770233;30;25.27131295;45.62190021;63.98990323
"Zamin et al 2013; 2014_42";"AGB_S";32.5982931497708;"W";"2";"1";64.87;-111.55;0.5552;-9.43749992456287;52.5105431795973;251;15.3000001907349;9.43333327770233;30;25.27131295;45.62190021;63.98990323
"Zamin et al 2013; 2014_42";"AGB";14.5161290322581;"W";"2";"1";64.87;-111.55;0.5552;-9.43749992456287;52.5105431795973;251;15.3000001907349;9.43333327770233;30;25.27131295;45.62190021;63.98990323
"Zhang et al 2017_16";"SP";-8.16457729124452;"W";"2";"2";37.62;101.2;0.4532;-1.27916668603818;99.70487680135;465;18.7000007629395;9.58333349227905;6;14.54985507;27.89168716;35.7823995
"Zhang et al 2017_16";"COV";-5.93499764445849;"W";"2";"2";37.62;101.2;0.4532;-1.27916668603818;99.70487680135;465;18.7000007629395;9.58333349227905;6;14.54985507;27.89168716;35.7823995
"Zhang et al 2017_16";"H";-7.41249141071768;"W";"2";"2";37.62;101.2;0.4532;-1.27916668603818;99.70487680135;465;18.7000007629395;9.58333349227905;6;14.54985507;27.89168716;35.7823995
"Zhang et al 2017_17";"SP";-15.8844765372762;"W";"2";"2";37.62;101.2;0.4532;-1.27916668603818;99.70487680135;465;18.7000007629395;9.58333349227905;6;14.54985507;27.89168716;35.7823995
"Zhang et al 2017_17";"H";-3.77714826803093;"W";"2";"2";37.62;101.2;0.4532;-1.27916668603818;99.70487680135;465;18.7000007629395;9.58333349227905;6;14.54985507;27.89168716;35.7823995
"Zhang et al 2017_17";"COV";-5.18924065694196;"W";"2";"2";37.62;101.2;0.4532;-1.27916668603818;99.70487680135;465;18.7000007629395;9.58333349227905;6;14.54985507;27.89168716;35.7823995
"Zong et al., 2016_105";"SP";-0.112806120315507;"WN";"1";"1";41.53;127.57;0.9048;2.54583315302928;95.4532106091821;791;25.8999996185303;17.6666665077209;33;26.57587586;54.70400901;90.5434385
"Zong et al., 2016_105";"H";0.198721428301324;"WN";"1";"1";41.53;127.57;0.9048;2.54583315302928;95.4532106091821;791;25.8999996185303;17.6666665077209;33;26.57587586;54.70400901;90.5434385
"Zong et al., 2016_105";"SP";-0.178544859395924;"N";"1";"1";41.53;127.57;0.9048;2.54583315302928;95.4532106091821;791;25.8999996185303;17.6666665077209;33;26.57587586;54.70400901;90.5434385
"Zong et al., 2016_105";"H";-5.11508953226995;"W";"1";"1";41.53;127.57;0.9048;2.54583315302928;95.4532106091821;791;25.8999996185303;17.6666665077209;33;26.57587586;54.70400901;90.5434385
"Zong et al., 2016_105";"SP";-7.12001112501738;"W";"1";"1";41.53;127.57;0.9048;2.54583315302928;95.4532106091821;791;25.8999996185303;17.6666665077209;33;26.57587586;54.70400901;90.5434385
"Zong et al., 2016_105";"H";-0.304043768071878;"N";"1";"1";41.53;127.57;0.9048;2.54583315302928;95.4532106091821;791;25.8999996185303;17.6666665077209;33;26.57587586;54.70400901;90.5434385
"Zong et al., 2016_106";"H";1.95675883995259;"N";"1";"1";41.53;127.57;0.9048;2.54583315302928;95.4532106091821;791;25.8999996185303;17.6666665077209;33;26.57587586;54.70400901;90.5434385
"Zong et al., 2016_106";"SP";-0.159997414441783;"WN";"1";"1";41.53;127.57;0.9048;2.54583315302928;95.4532106091821;791;25.8999996185303;17.6666665077209;33;26.57587586;54.70400901;90.5434385
"Zong et al., 2016_106";"SP";2.30924268263825;"N";"1";"1";41.53;127.57;0.9048;2.54583315302928;95.4532106091821;791;25.8999996185303;17.6666665077209;33;26.57587586;54.70400901;90.5434385
"Zong et al., 2016_106";"H";-6.2960964128158;"W";"1";"1";41.53;127.57;0.9048;2.54583315302928;95.4532106091821;791;25.8999996185303;17.6666665077209;33;26.57587586;54.70400901;90.5434385
"Zong et al., 2016_106";"SP";-6.78762364533523;"W";"1";"1";41.53;127.57;0.9048;2.54583315302928;95.4532106091821;791;25.8999996185303;17.6666665077209;33;26.57587586;54.70400901;90.5434385
