"code";"metric";"sen";"Treat";"term";"stable";"lat";"lon";"AI";"MAT";"pre_S";"MAP";"maxT_m";"meanT_Q";"Pdry_Q";"mean_10cm.sm";"mean_40cm.sm";"mean_1m.sm"
"Harte et al., 2015 GCB_75";"Ratio_S";29.6858990174408;"W";"2";"1";38.95;-106.98;0.4278;0.570833337803682;16.8945560876131;496;21;11.6000000635783;98;24.97573848;41.41888151;52.07344283
"Harte et al., 2015 GCB_75";"AGB_S";38.2807017095346;"W";"2";"1";38.95;-106.98;0.4278;0.570833337803682;16.8945560876131;496;21;11.6000000635783;98;24.97573848;41.41888151;52.07344283
"Harte et al., 2015 GCB_75";"AGB";4.2647422732159;"W";"2";"1";38.95;-106.98;0.4278;0.570833337803682;16.8945560876131;496;21;11.6000000635783;98;24.97573848;41.41888151;52.07344283
"Hartley et al., 1999_134";"COV";-0.0207635166568105;"W";"1";"1";68.35;18.82;0.5948;0.320833320418994;44.8516448231835;334;15;10.4166667461395;45;33.88359284;63.05336236;96.45167948
"Hartley et al., 1999_134";"Ratio_S";-0.145843461360345;"W";"1";"1";68.35;18.82;0.5948;0.320833320418994;44.8516448231835;334;15;10.4166667461395;45;33.88359284;63.05336236;96.45167948
"Hartley et al., 1999_135";"Ratio_S";-0.14595082787159;"W";"1";"1";68.35;18.82;0.5948;0.320833320418994;44.8516448231835;334;15;10.4166667461395;45;33.88359284;63.05336236;96.45167948
"Hartley et al., 1999_135";"COV";0.655020364199402;"W";"1";"1";68.35;18.82;0.5948;0.320833320418994;44.8516448231835;334;15;10.4166667461395;45;33.88359284;63.05336236;96.45167948
"Hasvik, master thesis. 2018_27";"COV";2.63428085306111;"W";"2";"1";60.6;7.52;2.4545;-1.65000003824631;26.362194894693;1170;11.1999998092651;7.26666665077209;189;35.26732915;65.34679915;99.40767204
"Hasvik, master thesis. 2018_27";"Ratio_S";-4.76276168196269;"W";"2";"1";60.6;7.52;2.4545;-1.65000003824631;26.362194894693;1170;11.1999998092651;7.26666665077209;189;35.26732915;65.34679915;99.40767204
"Hasvik, master thesis. 2018_27";"SP";3.0806586235678;"W";"2";"1";60.6;7.52;2.4545;-1.65000003824631;26.362194894693;1170;11.1999998092651;7.26666665077209;189;35.26732915;65.34679915;99.40767204
"Henry et al 2018_34";"COV";5.1060646628026;"D";"1";"1";54.59;13.11;0.8101;8.2958332610627;21.0010423660036;589;18.7999992370605;15.983333269755;109;32.14196461;65.60890393;102.693987
"Henry et al 2018_34";"AGB";6.49845171144691;"D";"1";"1";54.59;13.11;0.8101;8.2958332610627;21.0010423660036;589;18.7999992370605;15.983333269755;109;32.14196461;65.60890393;102.693987
"Hollister et al., 2015_83";"H";5.75079872204473;"W";"2";"1";70.45;-157.4;0.4004;-10.2833334133029;74.2488270120352;134;13.1999998092651;7.46666661898295;15;21.4053702;45.59202743;68.58425178
"Hollister et al., 2015_83";"AGB";0.0874431619447359;"W";"2";"1";70.45;-157.4;0.4004;-10.2833334133029;74.2488270120352;134;13.1999998092651;7.46666661898295;15;21.4053702;45.59202743;68.58425178
"Hollister et al., 2015_83";"Ratio_S";4.689617033043;"W";"2";"1";70.45;-157.4;0.4004;-10.2833334133029;74.2488270120352;134;13.1999998092651;7.46666661898295;15;21.4053702;45.59202743;68.58425178
"Hollister et al., 2015_83";"COV";0.0874431619447359;"W";"2";"1";70.45;-157.4;0.4004;-10.2833334133029;74.2488270120352;134;13.1999998092651;7.46666661898295;15;21.4053702;45.59202743;68.58425178
"Hollister et al., 2015_83";"SP";0;"W";"2";"1";70.45;-157.4;0.4004;-10.2833334133029;74.2488270120352;134;13.1999998092651;7.46666661898295;15;21.4053702;45.59202743;68.58425178
"Hollister et al., 2015_84";"COV";-6.0298455665452;"W";"2";"1";71.32;-156.6;0.5005;-12.0250000332793;83.2060087024307;107;8.10000038146973;3.51666677991549;9;21.4053702;45.59202743;68.58425178
"Hollister et al., 2015_84";"Ratio_S";10.586136060338;"W";"2";"1";71.32;-156.6;0.5005;-12.0250000332793;83.2060087024307;107;8.10000038146973;3.51666677991549;9;21.4053702;45.59202743;68.58425178
"Hollister et al., 2015_84";"AGB";-6.0298455665452;"W";"2";"1";71.32;-156.6;0.5005;-12.0250000332793;83.2060087024307;107;8.10000038146973;3.51666677991549;9;21.4053702;45.59202743;68.58425178
"Hollister et al., 2015_84";"SP";4.84144274993948;"W";"2";"1";71.32;-156.6;0.5005;-12.0250000332793;83.2060087024307;107;8.10000038146973;3.51666677991549;9;21.4053702;45.59202743;68.58425178
"Hollister et al., 2015_84";"H";11.1229946524064;"W";"2";"1";71.32;-156.6;0.5005;-12.0250000332793;83.2060087024307;107;8.10000038146973;3.51666677991549;9;21.4053702;45.59202743;68.58425178
"Hudson & Henry (2010)_22";"COV";7.92861328494108;"W";"2";"1";78.8;-75.92;1.1156;-18.5208332575858;73.1826190624426;163;4.5;-0.5666666974624;13;33.99231483;89.79498433;160.5443239
"Hudson & Henry (2010)_22";"SP";3.34029225399994;"W";"2";"1";78.8;-75.92;1.1156;-18.5208332575858;73.1826190624426;163;4.5;-0.5666666974624;13;33.99231483;89.79498433;160.5443239
"Hudson & Henry (2010)_22";"H";-2.16383309085568;"W";"2";"1";78.8;-75.92;1.1156;-18.5208332575858;73.1826190624426;163;4.5;-0.5666666974624;13;33.99231483;89.79498433;160.5443239
"Iturrate-Garcia et al 2017_51";"AGB";5.32834101382487;"W";"1";"1";70.82;147.47;0.6073;-14.1083333343267;52.30649469956;212;13.1000003814697;7.48333350817362;26;23.58611688;46.27804403;70.98457389
"Iturrate-Garcia et al 2017_51";"AGB";3.72983870967741;"W";"1";"1";70.82;147.47;0.6073;-14.1083333343267;52.30649469956;212;13.1000003814697;7.48333350817362;26;23.58611688;46.27804403;70.98457389
"Iturrate-Garcia et al 2017_51";"AGB";5.41834677419355;"N";"1";"1";70.82;147.47;0.6073;-14.1083333343267;52.30649469956;212;13.1000003814697;7.48333350817362;26;23.58611688;46.27804403;70.98457389
"Jonsdottir et al., 2005_30";"SP";5.98930481283422;"W";"1";"1";65.27;-20.25;1.0471;1.39583334947626;15.7504070267566;586;11.8000001907349;8.26666673024496;119;32.14196461;65.60890393;102.693987
"Jonsdottir et al., 2005_30";"H";7.84313725490195;"W";"1";"1";65.27;-20.25;1.0471;1.39583334947626;15.7504070267566;586;11.8000001907349;8.26666673024496;119;32.14196461;65.60890393;102.693987
"Kimball et al. 2014_35";"COV";-16.1048689098613;"N";"1";"2";33.74;-117.7;0.2226;16.7374997933706;96.1214769754668;431;30.3999996185303;22.5666662851969;7;26.24088753;54.15034001;89.73424549
"Kimball et al. 2014_35";"COV";-19.970666034112;"D";"1";"2";33.74;-117.7;0.2226;16.7374997933706;96.1214769754668;431;30.3999996185303;22.5666662851969;7;26.24088753;54.15034001;89.73424549
"Kimball et al. 2014_35";"COV";2.15009015691379;"IN";"1";"2";33.74;-117.7;0.2226;16.7374997933706;96.1214769754668;431;30.3999996185303;22.5666662851969;7;26.24088753;54.15034001;89.73424549
"Kimball et al. 2014_35";"COV";27.9338327012419;"P";"1";"2";33.74;-117.7;0.2226;16.7374997933706;96.1214769754668;431;30.3999996185303;22.5666662851969;7;26.24088753;54.15034001;89.73424549
"Klanderud & Totland, 2005_26";"DEN";-0.202145214521452;"N";"1";"1";60.6;7.52;2.4545;-1.65000003824631;26.362194894693;1170;11.1999998092651;7.26666665077209;189;35.26732915;65.34679915;99.40767204
"Klanderud & Totland, 2005_26";"H";0.0534188034188032;"WN";"1";"1";60.6;7.52;2.4545;-1.65000003824631;26.362194894693;1170;11.1999998092651;7.26666665077209;189;35.26732915;65.34679915;99.40767204
"Klanderud & Totland, 2005_26";"DEN";1.21012101210121;"W";"1";"1";60.6;7.52;2.4545;-1.65000003824631;26.362194894693;1170;11.1999998092651;7.26666665077209;189;35.26732915;65.34679915;99.40767204
"Klanderud & Totland, 2005_26";"SP";-0.695349847892221;"WN";"1";"1";60.6;7.52;2.4545;-1.65000003824631;26.362194894693;1170;11.1999998092651;7.26666665077209;189;35.26732915;65.34679915;99.40767204
"Klanderud & Totland, 2005_26";"SP";0.508474576271185;"N";"1";"1";60.6;7.52;2.4545;-1.65000003824631;26.362194894693;1170;11.1999998092651;7.26666665077209;189;35.26732915;65.34679915;99.40767204
"Klanderud & Totland, 2005_26";"DEN";-0.844334433443343;"WN";"1";"1";60.6;7.52;2.4545;-1.65000003824631;26.362194894693;1170;11.1999998092651;7.26666665077209;189;35.26732915;65.34679915;99.40767204
"Klanderud & Totland, 2005_26";"SP";1.39069969578444;"W";"1";"1";60.6;7.52;2.4545;-1.65000003824631;26.362194894693;1170;11.1999998092651;7.26666665077209;189;35.26732915;65.34679915;99.40767204
"Klanderud & Totland, 2005_26";"H";0.288461538461538;"N";"1";"1";60.6;7.52;2.4545;-1.65000003824631;26.362194894693;1170;11.1999998092651;7.26666665077209;189;35.26732915;65.34679915;99.40767204
"Klanderud & Totland, 2005_26";"H";1.38888888888889;"W";"1";"1";60.6;7.52;2.4545;-1.65000003824631;26.362194894693;1170;11.1999998092651;7.26666665077209;189;35.26732915;65.34679915;99.40767204
"Klein et al 2004_18";"SP";-17.0454545523809;"W";"1";"2";37.62;101.2;0.4532;-1.27916668603818;99.70487680135;465;18.7000007629395;9.58333349227905;6;14.54985507;27.89168716;35.7823995
"Klein et al 2004_19";"SP";-1.09090909866666;"W";"1";"2";37.62;101.2;0.4532;-1.27916668603818;99.70487680135;465;18.7000007629395;9.58333349227905;6;14.54985507;27.89168716;35.7823995
"Klein et al 2007_20";"Ratio_S";16.5484633580806;"W";"1";"2";37.62;101.2;0.4532;-1.27916668603818;99.70487680135;465;18.7000007629395;9.58333349227905;6;14.54985507;27.89168716;35.7823995
"Klein et al 2007_20";"ANPP";-3.03030303167127;"W";"1";"2";37.62;101.2;0.4532;-1.27916668603818;99.70487680135;465;18.7000007629395;9.58333349227905;6;14.54985507;27.89168716;35.7823995
"Klein et al 2007_21";"Ratio_S";5.58103977257741;"W";"1";"2";37.62;101.2;0.4532;-1.27916668603818;99.70487680135;465;18.7000007629395;9.58333349227905;6;14.54985507;27.89168716;35.7823995
"Klein et al 2007_21";"ANPP";2.53968253968254;"W";"1";"2";37.62;101.2;0.4532;-1.27916668603818;99.70487680135;465;18.7000007629395;9.58333349227905;6;14.54985507;27.89168716;35.7823995
"Kroel-Dulay et al 2015_1001";"H";-27.5229357798165;"W";"2";"1";53.05;-3.47;2.103;7.57916672714055;22.7321179501129;1345;16;12.6666668256124;249;29.21033199;58.18200339;96.45185647
"Kroel-Dulay et al 2015_1001";"COV";29.7524414578512;"W";"2";"1";53.05;-3.47;2.103;7.57916672714055;22.7321179501129;1345;16;12.6666668256124;249;29.21033199;58.18200339;96.45185647
"Kroel-Dulay et al 2015_1001";"COV";-0.213821418052073;"D";"2";"1";53.05;-3.47;2.103;7.57916672714055;22.7321179501129;1345;16;12.6666668256124;249;29.21033199;58.18200339;96.45185647
"Kroel-Dulay et al 2015_1001";"SP";-58.6592177623436;"W";"2";"1";53.05;-3.47;2.103;7.57916672714055;22.7321179501129;1345;16;12.6666668256124;249;29.21033199;58.18200339;96.45185647
"Kroel-Dulay et al 2015_1001";"H";-0.580652653582627;"D";"2";"1";53.05;-3.47;2.103;7.57916672714055;22.7321179501129;1345;16;12.6666668256124;249;29.21033199;58.18200339;96.45185647
"Kroel-Dulay et al 2015_1001";"SP";-0.516560882826774;"D";"2";"1";53.05;-3.47;2.103;7.57916672714055;22.7321179501129;1345;16;12.6666668256124;249;29.21033199;58.18200339;96.45185647
"Kroel-Dulay et al 2015_2";"SP";14.8514851180889;"W";"2";"1";55.88;11.97;0.8024;8.28333328819523;23.0879510940036;579;18.7999992370605;16.4166665077209;101;23.20288537;45.25872433;70.60602044
"Kroel-Dulay et al 2015_2";"COV";-60.1263539917068;"W";"2";"1";55.88;11.97;0.8024;8.28333328819523;23.0879510940036;579;18.7999992370605;16.4166665077209;101;23.20288537;45.25872433;70.60602044
"Kroel-Dulay et al 2015_2";"COV";-5.69022423957022;"D";"2";"1";55.88;11.97;0.8024;8.28333328819523;23.0879510940036;579;18.7999992370605;16.4166665077209;101;23.20288537;45.25872433;70.60602044
"Kroel-Dulay et al 2015_2";"SP";5.64180799859436;"D";"2";"1";55.88;11.97;0.8024;8.28333328819523;23.0879510940036;579;18.7999992370605;16.4166665077209;101;23.20288537;45.25872433;70.60602044
"Kroel-Dulay et al 2015_3";"SP";-2.38818091097178;"D";"2";"1";56.38;10.9;0.7314;8.32500010977189;23.1107476188642;547;18.5;15.8000003496806;93;24.52967811;48.46799853;77.86845505
"Kroel-Dulay et al 2015_3";"COV";0;"D";"2";"1";56.38;10.9;0.7314;8.32500010977189;23.1107476188642;547;18.5;15.8000003496806;93;24.52967811;48.46799853;77.86845505
"Kroel-Dulay et al 2015_3";"COV";-5.62210700661372;"W";"2";"1";56.38;10.9;0.7314;8.32500010977189;23.1107476188642;547;18.5;15.8000003496806;93;24.52967811;48.46799853;77.86845505
"Kroel-Dulay et al 2015_3";"SP";0;"W";"2";"1";56.38;10.9;0.7314;8.32500010977189;23.1107476188642;547;18.5;15.8000003496806;93;24.52967811;48.46799853;77.86845505
"Kroel-Dulay et al 2015_4";"COV";-0.882867081378323;"D";"2";"1";52.4;5.92;1.0105;9.52916667920848;15.1764360816447;790;20;16.3666666348775;158;21.62406749;43.0243323;69.49518363
"Kroel-Dulay et al 2015_4";"COV";-49.1297642674548;"W";"2";"1";52.4;5.92;1.0105;9.52916667920848;15.1764360816447;790;20;16.3666666348775;158;21.62406749;43.0243323;69.49518363
"Kroel-Dulay et al 2015_5";"COV";23.7590963668948;"D";"2";"1";46.88;19.38;0.4723;10.6833333099882;24.2760944200106;521;25.6000003814697;20.733333269755;86;23.20288537;45.25872433;70.60602044
"Kroel-Dulay et al 2015_5";"SP";-0.240098012100625;"D";"2";"1";46.88;19.38;0.4723;10.6833333099882;24.2760944200106;521;25.6000003814697;20.733333269755;86;23.20288537;45.25872433;70.60602044
"Kroel-Dulay et al 2015_5";"COV";-55.6722689;"W";"2";"1";46.88;19.38;0.4723;10.6833333099882;24.2760944200106;521;25.6000003814697;20.733333269755;86;23.20288537;45.25872433;70.60602044
"Kroel-Dulay et al 2015_5";"SP";-27.2727272697675;"W";"2";"1";46.88;19.38;0.4723;10.6833333099882;24.2760944200106;521;25.6000003814697;20.733333269755;86;23.20288537;45.25872433;70.60602044
"Kroel-Dulay et al 2015_6";"AGB";-7.39357019329194;"D";"2";"1";40.62;8.17;0.5542;15.9916667143504;55.6133582507165;768;25.8999996185303;22.4333333969116;54;32.20916715;58.09020031;89.2836609
"Kroel-Dulay et al 2015_6";"H";0.167612672590765;"D";"2";"1";40.62;8.17;0.5542;15.9916667143504;55.6133582507165;768;25.8999996185303;22.4333333969116;54;32.20916715;58.09020031;89.2836609
"Kroel-Dulay et al 2015_6";"SP";-0.25509316987703;"D";"2";"1";40.62;8.17;0.5542;15.9916667143504;55.6133582507165;768;25.8999996185303;22.4333333969116;54;32.20916715;58.09020031;89.2836609
"Kroel-Dulay et al 2015_6";"AGB";-23.3057528381487;"W";"2";"1";40.62;8.17;0.5542;15.9916667143504;55.6133582507165;768;25.8999996185303;22.4333333969116;54;32.20916715;58.09020031;89.2836609
"Kroel-Dulay et al 2015_6";"SP";28.1837160236482;"W";"2";"1";40.62;8.17;0.5542;15.9916667143504;55.6133582507165;768;25.8999996185303;22.4333333969116;54;32.20916715;58.09020031;89.2836609
"Kroel-Dulay et al 2015_6";"COV";-4.07298793760183;"D";"2";"1";40.62;8.17;0.5542;15.9916667143504;55.6133582507165;768;25.8999996185303;22.4333333969116;54;32.20916715;58.09020031;89.2836609
"Kroel-Dulay et al 2015_6";"H";-13.8888888888889;"W";"2";"1";40.62;8.17;0.5542;15.9916667143504;55.6133582507165;768;25.8999996185303;22.4333333969116;54;32.20916715;58.09020031;89.2836609
"Kroel-Dulay et al 2015_6";"COV";-16.8067226706723;"W";"2";"1";40.62;8.17;0.5542;15.9916667143504;55.6133582507165;768;25.8999996185303;22.4333333969116;54;32.20916715;58.09020031;89.2836609
"Kroel-Dulay et al 2015_7-garraf";"COV";16.3120567375887;"W";"2";"2";41.3;1.82;0.4638;14.8125001490116;29.6307761205334;637;27.7000007629395;22.3500003814697;122;29.11966175;58.4311924;97.45669906
"Kroel-Dulay et al 2015_7-garraf";"SP";-7.2879973285872;"D";"2";"2";41.3;1.82;0.4638;14.8125001490116;29.6307761205334;637;27.7000007629395;22.3500003814697;122;29.11966175;58.4311924;97.45669906
"Kroel-Dulay et al 2015_7-garraf";"SP";-17.8316690665719;"W";"2";"2";41.3;1.82;0.4638;14.8125001490116;29.6307761205334;637;27.7000007629395;22.3500003814697;122;29.11966175;58.4311924;97.45669906
"Kroel-Dulay et al 2015_7-garraf";"COV";-0.00584040261710638;"D";"2";"2";41.3;1.82;0.4638;14.8125001490116;29.6307761205334;637;27.7000007629395;22.3500003814697;122;29.11966175;58.4311924;97.45669906
"Kudo & Suzuki (2003)_33";"AGB";24.5313418085829;"W";"2";"1";43.55;142.88;3.2274;-2.44583334028721;31.6020001310005;1438;16.1000003814697;10.8666666348775;233;34.89944086;64.37202863;102.4173626
"Liu et al, no published_80";"SP";-0.764525986308671;"N";"1";"2";41.3;1.82;0.4638;14.8125001490116;29.6307761205334;637;27.7000007629395;22.3500003814697;122;29.11966175;58.4311924;97.45669906
"Liu et al, no published_80";"Ratio_S";-3.583642962719;"N";"1";"2";41.3;1.82;0.4638;14.8125001490116;29.6307761205334;637;27.7000007629395;22.3500003814697;122;29.11966175;58.4311924;97.45669906
"Liu et al, no published_80";"DEN";1.45526960464565;"N";"1";"2";41.3;1.82;0.4638;14.8125001490116;29.6307761205334;637;27.7000007629395;22.3500003814697;122;29.11966175;58.4311924;97.45669906
"Liu et al, no published_9";"AGB";-0.628114893154507;"D";"2";"2";41.3;1.82;0.4638;14.8125001490116;29.6307761205334;637;27.7000007629395;22.3500003814697;122;29.11966175;58.4311924;97.45669906
"Liu et al, no published_9";"COV";-0.219881601206047;"D";"2";"2";41.3;1.82;0.4638;14.8125001490116;29.6307761205334;637;27.7000007629395;22.3500003814697;122;29.11966175;58.4311924;97.45669906
"Liu et al., 2017_9";"H";-43.3042110699201;"W";"2";"2";41.3;1.82;0.4638;14.8125001490116;29.6307761205334;637;27.7000007629395;22.3500003814697;122;29.11966175;58.4311924;97.45669906
"Liu et al., 2017_9";"Ratio_S";2.23878889135712;"D";"2";"2";41.3;1.82;0.4638;14.8125001490116;29.6307761205334;637;27.7000007629395;22.3500003814697;122;29.11966175;58.4311924;97.45669906
"Liu et al., 2017_9";"H";-21.910999871321;"D";"2";"2";41.3;1.82;0.4638;14.8125001490116;29.6307761205334;637;27.7000007629395;22.3500003814697;122;29.11966175;58.4311924;97.45669906
"Liu et al., 2017_9";"Ratio_S";5.18679109127138;"W";"2";"2";41.3;1.82;0.4638;14.8125001490116;29.6307761205334;637;27.7000007629395;22.3500003814697;122;29.11966175;58.4311924;97.45669906
"Liu et al., 2021JE_9";"SP";-9.8285236831762;"W";"2";"2";41.3;1.82;0.4638;14.8125001490116;29.6307761205334;637;27.7000007629395;22.3500003814697;122;29.11966175;58.4311924;97.45669906
"Liu et al., 2021JE_9";"DEN";-5.72475092147302;"D";"2";"2";41.3;1.82;0.4638;14.8125001490116;29.6307761205334;637;27.7000007629395;22.3500003814697;122;29.11966175;58.4311924;97.45669906
"Liu et al., 2021JE_9";"SP";-6.13816544061728;"D";"2";"2";41.3;1.82;0.4638;14.8125001490116;29.6307761205334;637;27.7000007629395;22.3500003814697;122;29.11966175;58.4311924;97.45669906
"Lokken et al 2019_54";"Ratio_S";18.059181897302;"W";"2";"1";62.3;9.62;1.1617;-0.325000002980232;35.6362738110068;624;12.3000001907349;8.61666663487752;98;34.47006965;61.5306533;94.86587107
"Lokken et al 2019_54";"COV";-7.5609756097561;"W";"2";"1";62.3;9.62;1.1617;-0.325000002980232;35.6362738110068;624;12.3000001907349;8.61666663487752;98;34.47006965;61.5306533;94.86587107
"Madan et al., 2007_96";"SP";-37.580853868829;"N";"1";"1";78.93;11.83;1.3559;-6.29999996287127;29.1630006086079;414;8.39999961853027;3.56666664034128;63;43.50045874;95.09288744;175.6477838
"Madan et al., 2007_96";"COV";-47.7847659119497;"N";"1";"1";78.93;11.83;1.3559;-6.29999996287127;29.1630006086079;414;8.39999961853027;3.56666664034128;63;43.50045874;95.09288744;175.6477838
"Madan et al., 2007_96";"H";0;"N";"1";"1";78.93;11.83;1.3559;-6.29999996287127;29.1630006086079;414;8.39999961853027;3.56666664034128;63;43.50045874;95.09288744;175.6477838
"Madan et al., 2007_97";"SP";17.5937902918519;"N";"1";"1";78.93;11.83;1.3559;-6.29999996287127;29.1630006086079;414;8.39999961853027;3.56666664034128;63;43.50045874;95.09288744;175.6477838
"Madan et al., 2007_97";"COV";-17.1069182389937;"N";"1";"1";78.93;11.83;1.3559;-6.29999996287127;29.1630006086079;414;8.39999961853027;3.56666664034128;63;43.50045874;95.09288744;175.6477838
"Madan et al., 2007_97";"H";-1.16731517532438;"N";"1";"1";78.93;11.83;1.3559;-6.29999996287127;29.1630006086079;414;8.39999961853027;3.56666664034128;63;43.50045874;95.09288744;175.6477838
"Massad et al., 2013_108";"SP";-2.99196411885629;"N";"1";"1";-13.07;-52.38;1.0524;24.8333332935969;83.4331890739094;1593;34;25.7166662216187;17;23.28705625;46.24108584;75.42742253
"Massad et al., 2013_108";"H";-2.76410839384405;"N";"1";"1";-13.07;-52.38;1.0524;24.8333332935969;83.4331890739094;1593;34;25.7166662216187;17;23.28705625;46.24108584;75.42742253
"Massad et al., 2013_109";"SP";-1.68224299065421;"N";"1";"1";-13.07;-52.38;1.0524;24.8333332935969;83.4331890739094;1593;34;25.7166662216187;17;23.28705625;46.24108584;75.42742253
"Massad et al., 2013_109";"H";-1.4778720899897;"N";"1";"1";-13.07;-52.38;1.0524;24.8333332935969;83.4331890739094;1593;34;25.7166662216187;17;23.28705625;46.24108584;75.42742253
"Massad et al., 2013_110";"SP";0.617164898746384;"N";"1";"2";-13.07;-52.38;1.0524;24.8333332935969;83.4331890739094;1593;34;25.7166662216187;17;23.28705625;46.24108584;75.42742253
"Massad et al., 2013_110";"H";0.0704225352112677;"N";"1";"2";-13.07;-52.38;1.0524;24.8333332935969;83.4331890739094;1593;34;25.7166662216187;17;23.28705625;46.24108584;75.42742253
"Massad et al., 2013_111";"SP";-0.285714285714286;"N";"1";"2";-13.07;-52.38;1.0524;24.8333332935969;83.4331890739094;1593;34;25.7166662216187;17;23.28705625;46.24108584;75.42742253
"Massad et al., 2013_111";"H";-1.30081300813008;"N";"1";"2";-13.07;-52.38;1.0524;24.8333332935969;83.4331890739094;1593;34;25.7166662216187;17;23.28705625;46.24108584;75.42742253
"Matis et al 2011_64";"H";7.85024155724243;"P";"1";"1";37.08;-3.47;0.5044;8.87916667759418;52.1508003556239;684;23.1000003814697;17.4333332379659;45;22.42998695;45.22465434;73.53415632
"Matis et al 2011_64";"H";-31.5709285843343;"D";"1";"1";37.08;-3.47;0.5044;8.87916667759418;52.1508003556239;684;23.1000003814697;17.4333332379659;45;22.42998695;45.22465434;73.53415632
"Matis et al 2011_64";"SP";-16.753297796313;"D";"1";"1";37.08;-3.47;0.5044;8.87916667759418;52.1508003556239;684;23.1000003814697;17.4333332379659;45;22.42998695;45.22465434;73.53415632
"Matis et al 2011_64";"SP";30.169242065493;"P";"1";"1";37.08;-3.47;0.5044;8.87916667759418;52.1508003556239;684;23.1000003814697;17.4333332379659;45;22.42998695;45.22465434;73.53415632
"McAbee et al 2017_154";"AGB";55.5555555468982;"P";"2";"1";43.6;-112.9;0.1649;6.24583328515291;26.7186141470945;232;27.5;18.5666666825612;46;21.25644802;39.94125584;56.63335446
"McAbee et al 2017_155";"AGB";149.999999974028;"P";"2";"1";43.6;-112.9;0.1649;6.24583328515291;26.7186141470945;232;27.5;18.5666666825612;46;21.25644802;39.94125584;56.63335446
"McAbee et al 2017_156";"AGB";43.3962263876335;"P";"2";"1";43.6;-112.9;0.1649;6.24583328515291;26.7186141470945;232;27.5;18.5666666825612;46;21.25644802;39.94125584;56.63335446
"McAbee et al 2017_157";"AGB";116.037735770835;"P";"2";"1";43.6;-112.9;0.1649;6.24583328515291;26.7186141470945;232;27.5;18.5666666825612;46;21.25644802;39.94125584;56.63335446
"Moloney et al, 2019_138";"AGB";365.812198595369;"P";"1";"1";35.16;-116.89;0.0436;17.7749998526027;51.219786205128;124;37.2999992370605;28.0166660944621;13;14.35155662;39.88356231;71.23406653
"Moloney et al, 2019_139";"AGB";434.3169926415;"P";"1";"1";35.16;-116.89;0.0436;17.7749998526027;51.219786205128;124;37.2999992370605;28.0166660944621;13;14.35155662;39.88356231;71.23406653
"Moloney et al, 2019_140";"AGB";197.43684675733;"P";"1";"1";35.16;-116.89;0.0436;17.7749998526027;51.219786205128;124;37.2999992370605;28.0166660944621;13;14.35155662;39.88356231;71.23406653
"Moloney et al, 2019_141";"AGB";151.356496987701;"P";"1";"1";35.16;-116.89;0.0436;17.7749998526027;51.219786205128;124;37.2999992370605;28.0166660944621;13;14.35155662;39.88356231;71.23406653
"Moloney et al, 2019_142";"DEN";-3.5101759959623;"P";"1";"1";32.7;-112.84;0.0639;22.8083334366481;53.7213619459866;175;43.2000007629395;32.8500003814697;9;14.07096947;35.92703312;62.66030319
"Moloney et al, 2019_142";"DEN";-43.1558564274796;"D";"1";"1";32.7;-112.84;0.0639;22.8083334366481;53.7213619459866;175;43.2000007629395;32.8500003814697;9;14.07096947;35.92703312;62.66030319
"Moloney et al, 2019_143";"DEN";15.6724614977769;"P";"1";"1";32.7;-112.84;0.0639;22.8083334366481;53.7213619459866;175;43.2000007629395;32.8500003814697;9;14.07096947;35.92703312;62.66030319
"Moloney et al, 2019_143";"DEN";-35.782341125446;"D";"1";"1";32.7;-112.84;0.0639;22.8083334366481;53.7213619459866;175;43.2000007629395;32.8500003814697;9;14.07096947;35.92703312;62.66030319
"Moloney et al, 2019_144";"DEN";-29.4210360668998;"D";"1";"1";32.7;-112.84;0.0639;22.8083334366481;53.7213619459866;175;43.2000007629395;32.8500003814697;9;14.07096947;35.92703312;62.66030319
"Moloney et al, 2019_144";"DEN";22.184312321638;"P";"1";"1";32.7;-112.84;0.0639;22.8083334366481;53.7213619459866;175;43.2000007629395;32.8500003814697;9;14.07096947;35.92703312;62.66030319
"Moloney et al, 2019_145";"DEN";10.8910325735995;"P";"1";"1";32.7;-112.84;0.0639;22.8083334366481;53.7213619459866;175;43.2000007629395;32.8500003814697;9;14.07096947;35.92703312;62.66030319
"Moloney et al, 2019_145";"DEN";-40.8941041378494;"D";"1";"1";32.7;-112.84;0.0639;22.8083334366481;53.7213619459866;175;43.2000007629395;32.8500003814697;9;14.07096947;35.92703312;62.66030319
"Moloney et al, 2019_146";"DEN";333.174678724417;"P";"1";"1";35.16;-116.89;0.0436;17.7749998526027;51.219786205128;124;37.2999992370605;28.0166660944621;13;14.35155662;39.88356231;71.23406653
"Moloney et al, 2019_147";"DEN";57.1156591847496;"P";"1";"1";35.16;-116.89;0.0436;17.7749998526027;51.219786205128;124;37.2999992370605;28.0166660944621;13;14.35155662;39.88356231;71.23406653
"Moloney et al, 2019_148";"DEN";21.6935893928061;"P";"1";"1";35.16;-116.89;0.0436;17.7749998526027;51.219786205128;124;37.2999992370605;28.0166660944621;13;14.35155662;39.88356231;71.23406653
"Moloney et al, 2019_149";"DEN";21.1925499266663;"P";"1";"1";35.16;-116.89;0.0436;17.7749998526027;51.219786205128;124;37.2999992370605;28.0166660944621;13;14.35155662;39.88356231;71.23406653
